NAME,Amuvatinib,Carboxyamidotriazole,Ouabain,Digoxin,AI-10-49,Tyrphostin,Polidocanol,Favipiravir,GSK2606414,Niclosamide,Emetine,Alvocidib,Cetylpyridinium chloride,Pevonedistat,Ethaverine,Camostat,Dapivirine,Remdesivir,AC1NDSS5,SB-612111,Thioguanosine,LY2228820,Hexachlorophene,Papaverine,Chloroquine,Nelfinavir,ZK-93423,Almitrine,Auranofin,Sorafenib,Octenidine,Regorafenib,Thimerosal,Tioguanine,Hematoporphyrin,Chlormidazole,Ivermectin,Methylene blue,Nitazoxanide,Azithromycine,Ketoconazole,Homoharringtonine,Ravuconazole,LDK378,Tetrandrine,Alisporivir,Isoosajin,Osimertinib mesylate,LGK-974,Mibampator,Bazedoxifene,Oxyclozanide,Lusutrombopag,Osajin,Dronedarone HCl,Avasimibe,Chlorpromazine Hydrochloride,Tilorone,Hydroxychloroquine Sulfate,Ciclesonide,Cepharanthine,Isopomiferin,Anidulafungin,Ebselen,Amodiaquin Dihydrochloride Dihydrate,Penfluridol,Opipramol dihydrochloride,Quinacrine hydrochloride monohydrate,CVL218,Amodiaquine hydrochloride,Imatinib Mesylate,Fluspirilene,Clomiphene Citrate,Alprostadil,Pexidartinib,Amodiaquin Hydrochloride,Lonafarnib,Avatrombopag,Cyclosporine,Apixaban,IPAG,JTE-013,Drotaverine,Hydroxyprogesterone caproate,Perhexiline maleate,Ivacaftor,Droloxifene((E)-3-Hydroxy tamoxifen),Abemaciclib,Thioridazine hydrochloride,Gilteritinib,Ebastine,Triparanol,Mequitazine,Clomipramine Hydrochloride,Berbamine hydrochloride,Thiethylperazine Maleate,Mefloquine Hydrochloride,Eltrombopag,Saquinavir,Fluphenazine Dihydrochloride,Tamoxifen Citrate,Lopinavir,Loperamide,Atazanavir,Promethazine Hydrochloride,LDE225,Arbidol,Toremifene Citrate,DCPIB,Tipranavir,Dihydrogambogic acid,AMG-9810,Loratadine,Brexpiprazole,Terconazole Vetranal,CC-223,CBIPES,Omeprazole,Lidoflazine,Benztropine Mesylate,Loteprednol etabonate,Vatalanib,Adoprazine,PH-797804,Cloconazole,BP-897,Harringtonine,Flunarizine,PF-670462,Oxprenolol hydrochloride,Etifoxine,Oxiconazole,Dolutegravir,Nafamostat,Clemizole hydrochloride,Phenazopyridine,Amprenavir,Sulfadoxine,Darunavir,Chloroquine Phosphate,Indinavir,Penciclovir,Ribavirin,Lanatoside C
Acetic acid,-21.793094635009766,-11.746241569519043,-25.62148094177246,-33.221824645996094,-21.91887664794922,-15.605521202087402,-36.76644515991211,-9.619240760803223,-20.237796783447266,-7.898580551147461,-19.554405212402344,-13.288095474243164,-16.897235870361328,-21.967849731445312,-14.54159927368164,-12.828063011169434,-19.212400436401367,-22.732553482055664,-30.68160057067871,-9.852855682373047,-22.14556884765625,-26.57366943359375,-9.550522804260254,-9.357179641723633,-17.96086883544922,-17.47443389892578,-11.996115684509277,-29.201412200927734,-14.24917984008789,-10.263423919677734,-38.398563385009766,-10.621994018554688,-7.833081245422363,-17.288925170898438,-28.365686416625977,-9.232558250427246,-40.391944885253906,-11.291017532348633,-9.760651588439941,-39.36075973510742,-15.393905639648438,-26.164169311523438,-12.204832077026367,-25.434898376464844,-24.094236373901367,-28.116680145263672,-24.48048973083496,-25.486268997192383,-15.345251083374023,-10.665714263916016,-16.54003143310547,-8.487099647521973,-20.967370986938477,-19.101743698120117,-22.166011810302734,-13.951651573181152,-11.336008071899414,-21.277233123779297,-21.04180335998535,-15.99747085571289,-23.625141143798828,-25.142353057861328,-18.385360717773438,-9.646039962768555,-19.279329299926758,-12.036235809326172,-14.588887214660645,-21.201847076416016,-10.09367561340332,-17.817476272583008,-25.5322265625,-12.21575927734375,-12.476642608642578,-13.139289855957031,-17.040071487426758,-17.817476272583008,-17.718067169189453,-26.04233169555664,-27.54060935974121,-12.242795944213867,-10.158947944641113,-17.235340118408203,-19.447410583496094,-8.438549041748047,-11.30478286743164,-17.12056541442871,-10.720410346984863,-34.56181335449219,-15.21608829498291,-36.14627456665039,-14.28681755065918,-12.973074913024902,-12.324092864990234,-11.581421852111816,-23.239349365234375,-18.17266845703125,-9.346285820007324,-9.091453552246094,-17.004650115966797,-15.828948974609375,-10.626142501831055,-13.591901779174805,-14.400518417358398,-17.235647201538086,-9.556814193725586,-12.950831413269043,-17.522069931030273,-10.994653701782227,-14.222662925720215,-16.93740463256836,-37.204044342041016,-10.66263198852539,-13.751846313476562,-16.172985076904297,-10.194655418395996,-19.07579231262207,-8.786165237426758,-15.925675392150879,-12.43274974822998,-10.51474380493164,-13.228432655334473,-11.047874450683594,-12.190887451171875,-14.256392478942871,-10.795462608337402,-10.607612609863281,-24.690786361694336,-8.96542739868164,-15.284835815429688,-9.960365295410156,-14.233572006225586,-9.309778213500977,-11.831246376037598,-13.939245223999023,-10.429573059082031,-12.344799995422363,-14.661203384399414,-15.788037300109863,-15.724159240722656,-23.82987403869629,-18.63324737548828,-22.30722427368164,-9.099263191223145,-41.510589599609375
Heptane,-11.778885841369629,-9.56399154663086,-5.7418670654296875,-6.576026916503906,-11.27364444732666,-10.854898452758789,-12.87261962890625,-11.143223762512207,-11.827808380126953,-9.582681655883789,-5.4413957595825195,-9.082598686218262,-11.931995391845703,-11.726336479187012,-6.895693778991699,-9.737796783447266,-12.369064331054688,-10.371847152709961,-18.52969741821289,-5.357509136199951,-12.192336082458496,-13.457356452941895,-7.714418888092041,-6.836966514587402,-8.077047348022461,-6.212064266204834,-8.297891616821289,-13.889458656311035,-6.997707366943359,-9.340188980102539,-23.56601333618164,-9.097160339355469,-9.170694351196289,-14.756256103515625,-11.680242538452148,-8.403458595275879,-10.681358337402344,-7.656404495239258,-10.286614418029785,-7.62119197845459,-7.786831855773926,-7.85678768157959,-8.622481346130371,-11.213733673095703,-7.5886640548706055,-33.84524154663086,-9.73673152923584,-13.43248462677002,-11.107685089111328,-7.660667419433594,-8.515243530273438,-8.596104621887207,-10.058076858520508,-10.195392608642578,-10.026520729064941,-6.866792678833008,-7.152583122253418,-7.277395725250244,-8.838479995727539,-5.206459045410156,-8.07633113861084,-9.596710205078125,-19.214309692382812,-10.287636756896973,-9.048407554626465,-6.678623199462891,-7.622897148132324,-8.089178085327148,-8.475040435791016,-9.158363342285156,-14.257561683654785,-8.382072448730469,-7.986296653747559,-8.793176651000977,-11.584001541137695,-9.158363342285156,-8.1922025680542,-10.773407936096191,-33.23762893676758,-9.624262809753418,-7.441320419311523,-10.271810531616211,-7.950446128845215,-5.3302412033081055,-7.577171325683594,-11.13100528717041,-7.46439266204834,-12.56615924835205,-6.889975070953369,-11.679637908935547,-7.757261753082275,-6.711348056793213,-7.528332233428955,-7.30960750579834,-7.40877628326416,-9.47782039642334,-6.183063507080078,-8.704719543457031,-8.371023178100586,-6.790179252624512,-8.268592834472656,-8.496410369873047,-7.751725673675537,-9.253707885742188,-6.874756336212158,-7.333498954772949,-7.816921234130859,-8.529367446899414,-8.687024116516113,-10.938613891601562,-12.749725341796875,-9.01658821105957,-7.843196868896484,-10.403451919555664,-7.809394836425781,-8.186610221862793,-8.495532989501953,-8.586286544799805,-7.019623756408691,-6.480349540710449,-6.651800155639648,-9.634142875671387,-7.770469665527344,-9.123987197875977,-9.15815544128418,-7.617032527923584,-7.530900478363037,-6.818414688110352,-10.372454643249512,-6.734514236450195,-10.950288772583008,-7.4508562088012695,-8.703024864196777,-11.070496559143066,-7.529759407043457,-10.631505966186523,-8.549588203430176,-11.535689353942871,-8.151396751403809,-8.438898086547852,-7.74184513092041,-13.503534317016602,-7.763094902038574,-14.628557205200195
Acetone,-19.737133026123047,-10.543645858764648,-25.368698120117188,-32.83163070678711,-19.571632385253906,-14.262320518493652,-35.869300842285156,-8.88179874420166,-18.845115661621094,-7.5914764404296875,-17.086395263671875,-12.368657112121582,-15.759231567382812,-21.171825408935547,-12.07861328125,-11.754079818725586,-18.268985748291016,-20.866483688354492,-27.913551330566406,-8.887508392333984,-22.431137084960938,-25.12574577331543,-8.14084529876709,-7.786748886108398,-17.38968849182129,-16.595367431640625,-10.57003402709961,-27.78830337524414,-12.893163681030273,-9.133417129516602,-37.60208511352539,-9.296964645385742,-7.337123394012451,-17.01673126220703,-25.657028198242188,-8.412961959838867,-39.41857147216797,-10.26337718963623,-9.195261001586914,-37.74757766723633,-13.917292594909668,-24.10913848876953,-11.524880409240723,-23.89146614074707,-20.767459869384766,-26.7202091217041,-22.261962890625,-23.418886184692383,-13.717236518859863,-10.275019645690918,-15.257603645324707,-7.825906753540039,-19.033767700195312,-17.43778419494629,-20.098100662231445,-12.549983978271484,-10.315654754638672,-19.558090209960938,-20.526247024536133,-14.837928771972656,-20.57321548461914,-23.151554107666016,-16.707761764526367,-8.800411224365234,-18.049457550048828,-11.238870620727539,-13.35906982421875,-20.189205169677734,-9.07097053527832,-16.614978790283203,-24.277141571044922,-11.626487731933594,-11.621969223022461,-11.890008926391602,-16.009685516357422,-16.614978790283203,-16.292451858520508,-24.076454162597656,-26.184181213378906,-10.373876571655273,-9.535266876220703,-15.829851150512695,-16.89406967163086,-7.973736763000488,-10.80357837677002,-15.58292007446289,-9.503656387329102,-32.87685012817383,-13.995076179504395,-34.435245513916016,-13.569598197937012,-12.066591262817383,-11.182302474975586,-10.470940589904785,-19.68873405456543,-16.836509704589844,-8.565666198730469,-8.209386825561523,-15.92003059387207,-14.606368064880371,-9.988985061645508,-12.418455123901367,-13.621992111206055,-15.98187255859375,-8.45283031463623,-11.73660659790039,-15.75400161743164,-10.331339836120605,-11.909582138061523,-15.290681838989258,-35.08925247192383,-9.689105987548828,-12.431341171264648,-14.691032409667969,-9.296392440795898,-17.74079132080078,-8.371305465698242,-13.72996711730957,-11.330249786376953,-10.142668724060059,-12.020182609558105,-10.057464599609375,-11.10708999633789,-12.479602813720703,-9.861496925354004,-9.666420936584473,-22.63326644897461,-7.972052574157715,-14.417956352233887,-9.119941711425781,-13.19027328491211,-8.264842987060547,-10.715486526489258,-13.70997428894043,-9.550472259521484,-12.733194351196289,-14.122666358947754,-14.890542030334473,-15.158191680908203,-22.759334564208984,-17.687559127807617,-21.717853546142578,-8.482929229736328,-39.73876190185547
Isobutyl acetate,-13.214592933654785,-11.460176467895508,-6.969840049743652,-5.795741081237793,-12.474123001098633,-12.960103988647461,-12.897614479064941,-13.262136459350586,-13.399648666381836,-13.2659330368042,-7.19500732421875,-10.809301376342773,-13.517300605773926,-13.109164237976074,-8.650903701782227,-11.372659683227539,-14.082164764404297,-11.700704574584961,-18.024919509887695,-7.443628311157227,-15.524622917175293,-13.49357795715332,-11.152023315429688,-8.820704460144043,-10.094954490661621,-7.936328887939453,-10.160202980041504,-15.162313461303711,-8.367555618286133,-11.261616706848145,-22.027713775634766,-11.060243606567383,-11.019647598266602,-16.45868492126465,-12.349381446838379,-10.889344215393066,-6.497827529907227,-9.850401878356934,-13.712118148803711,-5.307017803192139,-9.418006896972656,-8.610390663146973,-10.474058151245117,-12.640363693237305,-8.575932502746582,-21.323043823242188,-11.30854606628418,-13.773416519165039,-12.73780632019043,-9.517553329467773,-10.280128479003906,-12.127310752868652,-11.509910583496094,-11.821249008178711,-11.403698921203613,-8.416711807250977,-9.310462951660156,-8.99429702758789,-10.569486618041992,-6.897611141204834,-9.265605926513672,-11.094633102416992,-13.372859954833984,-13.613362312316895,-10.727266311645508,-8.41316032409668,-9.460517883300781,-9.804300308227539,-10.764105796813965,-10.961602210998535,-15.060298919677734,-10.190286636352539,-9.723843574523926,-11.195777893066406,-13.383621215820312,-10.961602210998535,-9.749815940856934,-11.944069862365723,-21.330263137817383,-11.205917358398438,-9.780611991882324,-11.896190643310547,-9.603745460510254,-7.518312454223633,-9.507572174072266,-13.232186317443848,-9.488624572753906,-13.719428062438965,-8.806255340576172,-11.996627807617188,-9.523944854736328,-8.609186172485352,-9.560121536254883,-9.404069900512695,-8.648340225219727,-10.719852447509766,-8.698894500732422,-10.500581741333008,-9.569022178649902,-8.677075386047363,-9.998708724975586,-10.210214614868164,-9.577678680419922,-10.675925254821777,-9.080585479736328,-9.075532913208008,-9.511748313903809,-10.245443344116211,-10.816293716430664,-12.42422103881836,-11.915389060974121,-11.000711441040039,-9.669912338256836,-12.07050895690918,-9.984538078308105,-9.890925407409668,-10.404623031616211,-10.349372863769531,-8.814884185791016,-8.409601211547852,-8.339513778686523,-11.618606567382812,-9.667290687561035,-10.876421928405762,-11.382243156433105,-9.504302024841309,-8.412413597106934,-8.86469841003418,-12.102420806884766,-9.011734962463379,-14.050647735595703,-9.625503540039062,-10.321576118469238,-13.038637161254883,-9.644050598144531,-13.842728614807129,-10.194228172302246,-14.9324369430542,-9.79443645477295,-10.413013458251953,-9.340899467468262,-17.29982566833496,-10.116456031799316,-8.143915176391602
Anisole,-11.25664234161377,-8.911993980407715,-6.029516220092773,-8.335485458374023,-11.676092147827148,-10.18848705291748,-14.275654792785645,-9.935260772705078,-11.157941818237305,-8.756532669067383,-5.279879570007324,-8.445659637451172,-11.530206680297852,-11.375945091247559,-6.5093488693237305,-9.039358139038086,-11.587821960449219,-10.933237075805664,-18.428070068359375,-5.376565933227539,-11.36547565460205,-14.510494232177734,-6.975062847137451,-6.565586090087891,-7.607464790344238,-6.084866523742676,-7.750521183013916,-13.325602531433105,-6.996016025543213,-8.66670036315918,-24.540529251098633,-8.42042064666748,-8.362582206726074,-13.43938159942627,-12.428739547729492,-8.207353591918945,-13.794149398803711,-7.418745040893555,-9.466032028198242,-10.041714668273926,-7.3838348388671875,-8.604293823242188,-8.074679374694824,-11.581146240234375,-8.004106521606445,-36.90074157714844,-9.368949890136719,-14.275636672973633,-10.393173217773438,-7.188840389251709,-8.11767292022705,-7.764508247375488,-9.380764961242676,-9.594816207885742,-10.210165023803711,-6.4007978439331055,-6.8925604820251465,-7.0449652671813965,-8.304274559020996,-5.135237216949463,-8.47748851776123,-9.415851593017578,-21.483673095703125,-9.520162582397461,-8.34820556640625,-6.493417263031006,-7.31551456451416,-7.585720062255859,-8.119915008544922,-8.458494186401367,-14.893821716308594,-7.918072700500488,-7.817753791809082,-7.910933017730713,-10.812297821044922,-8.458494186401367,-7.885473728179932,-11.331703186035156,-36.46051025390625,-9.117101669311523,-7.20173454284668,-9.592926025390625,-7.410861015319824,-5.423555374145508,-7.639243125915527,-10.237007141113281,-7.3600263595581055,-13.005414962768555,-6.555360794067383,-13.262121200561523,-7.396269798278809,-6.422267913818359,-7.182345390319824,-7.079516410827637,-7.782550811767578,-9.925369262695312,-5.975593566894531,-8.110520362854004,-8.876797676086426,-6.619836807250977,-7.872985363006592,-8.248295783996582,-7.317836761474609,-9.684402465820312,-6.695098400115967,-6.9031171798706055,-7.384833335876465,-8.12794303894043,-8.119245529174805,-10.39216423034668,-13.843299865722656,-8.533600807189941,-7.49839973449707,-9.735698699951172,-7.596812725067139,-7.643951416015625,-7.9859724044799805,-7.983087539672852,-6.804625511169434,-6.10049295425415,-6.2888383865356445,-9.31251049041748,-7.422673225402832,-8.455893516540527,-8.933307647705078,-7.296749114990234,-8.130693435668945,-6.715212821960449,-9.838103294372559,-6.338541507720947,-10.184030532836914,-7.2481465339660645,-8.11429214477539,-10.329279899597168,-7.3449907302856445,-9.96396255493164,-8.30624771118164,-10.719110488891602,-8.073857307434082,-8.171477317810059,-7.709553241729736,-12.43090534210205,-7.362182140350342,-18.508602142333984
Isopropyl acetate,-12.769887924194336,-10.989953994750977,-6.495623588562012,-6.181272029876709,-12.119401931762695,-12.562028884887695,-13.101966857910156,-13.876680374145508,-13.04634952545166,-13.093461036682129,-6.563968658447266,-10.28070068359375,-12.833720207214355,-12.91408920288086,-7.956304550170898,-11.004745483398438,-13.722012519836426,-11.356372833251953,-18.823774337768555,-6.553459167480469,-16.271760940551758,-13.398929595947266,-10.752699851989746,-7.975711822509766,-9.384915351867676,-7.365760803222656,-9.499181747436523,-15.273198127746582,-7.777237415313721,-10.771881103515625,-23.341861724853516,-10.60861873626709,-11.074637413024902,-17.682476043701172,-12.235633850097656,-10.050689697265625,-8.447032928466797,-8.912373542785645,-13.730369567871094,-6.074052810668945,-8.746477127075195,-8.166176795959473,-9.828390121459961,-12.572871208190918,-8.07644271850586,-29.06859588623047,-11.116142272949219,-14.01422119140625,-12.263313293457031,-9.231523513793945,-9.667196273803711,-11.855234146118164,-10.990017890930176,-11.408653259277344,-10.806187629699707,-7.792788982391357,-8.430853843688965,-8.435202598571777,-10.240449905395508,-6.326771259307861,-8.716876983642578,-10.976407051086426,-16.63742446899414,-13.862112045288086,-10.173714637756348,-7.689918518066406,-8.666433334350586,-9.369735717773438,-9.95830249786377,-10.36706829071045,-15.229153633117676,-9.595049858093262,-9.175613403320312,-10.545313835144043,-13.01086139678955,-10.36706829071045,-9.139579772949219,-11.508306503295898,-28.856977462768555,-10.748936653137207,-8.911721229553223,-11.465982437133789,-8.989227294921875,-6.605276584625244,-8.743265151977539,-13.014514923095703,-8.725275039672852,-13.864356994628906,-8.051526069641113,-11.701338768005371,-8.899385452270508,-7.867633819580078,-8.664170265197754,-8.507216453552246,-8.103608131408691,-10.218228340148926,-7.911318778991699,-9.864809036254883,-8.945365905761719,-7.983990669250488,-9.505891799926758,-9.751347541809082,-8.955406188964844,-10.160783767700195,-8.19527530670166,-8.418135643005371,-8.930625915527344,-9.770380020141602,-10.102165222167969,-12.036006927490234,-12.074251174926758,-10.273184776306152,-8.940829277038574,-11.603826522827148,-9.068887710571289,-9.290020942687988,-9.726412773132324,-9.736135482788086,-8.158432960510254,-7.699702739715576,-7.697747230529785,-10.8607759475708,-8.951366424560547,-10.333843231201172,-10.544449806213379,-8.792383193969727,-7.9167375564575195,-8.062549591064453,-11.52242374420166,-8.130655288696289,-13.730512619018555,-8.787452697753906,-9.836917877197266,-12.739128112792969,-8.70106315612793,-14.209357261657715,-9.743108749389648,-15.611957550048828,-9.3253755569458,-10.518534660339355,-8.76064682006836,-18.046733856201172,-9.385515213012695,-11.668777465820312
1-Butanol,-14.477333068847656,-10.557132720947266,-13.712153434753418,-22.357284545898438,-18.771310806274414,-11.956221580505371,-25.34420394897461,-10.748214721679688,-13.652247428894043,-9.515130043029785,-9.450506210327148,-10.246953964233398,-14.201281547546387,-15.707090377807617,-7.655673980712891,-11.746522903442383,-13.789190292358398,-20.649967193603516,-23.65077781677246,-5.148833274841309,-13.84776782989502,-28.09344482421875,-6.453960418701172,-6.92811393737793,-8.845193862915039,-11.064536094665527,-9.052658081054688,-17.897634506225586,-15.210400581359863,-10.067811965942383,-31.337980270385742,-9.909101486206055,-7.856746673583984,-15.197564125061035,-22.06223487854004,-7.955484390258789,-30.486530303955078,-7.827793121337891,-11.260845184326172,-27.080982208251953,-10.597545623779297,-22.328643798828125,-9.282190322875977,-19.132204055786133,-17.89824676513672,-50.12141036987305,-13.479960441589355,-26.274124145507812,-12.32742691040039,-9.118940353393555,-10.291906356811523,-7.811985015869141,-15.033432006835938,-12.136894226074219,-20.351211547851562,-9.51567268371582,-7.170135021209717,-10.963025093078613,-11.59504222869873,-11.272869110107422,-17.61128807067871,-14.359142303466797,-31.33318328857422,-9.362604141235352,-10.258868217468262,-6.908404350280762,-8.026516914367676,-10.065314292907715,-8.749080657958984,-10.001119613647461,-24.207063674926758,-8.978689193725586,-12.170218467712402,-10.135980606079102,-12.753288269042969,-10.001119613647461,-11.888445854187012,-20.80584716796875,-49.597286224365234,-12.980884552001953,-7.214632511138916,-11.75182056427002,-10.246015548706055,-5.019186019897461,-8.214874267578125,-12.140860557556152,-7.416957855224609,-21.602563858032227,-7.285449028015137,-27.220195770263672,-8.412917137145996,-6.860322952270508,-7.7754292488098145,-7.368581771850586,-16.46904945373535,-18.75055503845215,-5.842189788818359,-9.433181762695312,-18.91754913330078,-7.47711706161499,-10.608083724975586,-12.96431827545166,-8.491189956665039,-18.170644760131836,-6.6436920166015625,-8.301382064819336,-9.324749946594238,-11.000997543334961,-9.552520751953125,-15.618929862976074,-28.774003982543945,-9.222612380981445,-8.404794692993164,-11.689647674560547,-7.734100341796875,-10.520718574523926,-8.941493034362793,-9.689467430114746,-7.4114089012146,-6.888514518737793,-9.786739349365234,-10.005077362060547,-8.174491882324219,-10.414276123046875,-9.394649505615234,-7.882824897766113,-20.510101318359375,-6.596193313598633,-11.24048900604248,-6.3984785079956055,-11.495260238647461,-7.433006763458252,-10.701558113098145,-12.204954147338867,-7.509645462036133,-11.23172664642334,-12.825199127197266,-13.112518310546875,-14.250177383422852,-12.254051208496094,-13.798199653625488,-15.026065826416016,-7.8535261154174805,-34.7806510925293
Methyl acetate,-14.825325012207031,-11.234330177307129,-13.251340866088867,-21.76537322998047,-18.757612228393555,-12.75936508178711,-24.930004119873047,-13.471874237060547,-14.317615509033203,-10.538045883178711,-9.181675910949707,-10.847519874572754,-14.770692825317383,-15.637321472167969,-8.160725593566895,-12.158638000488281,-14.563216209411621,-19.76266860961914,-24.16144561767578,-5.79555606842041,-14.596329689025879,-27.214677810668945,-7.533868789672852,-7.702060222625732,-9.265191078186035,-10.54672622680664,-9.733510971069336,-18.04149627685547,-14.497037887573242,-10.790924072265625,-31.93437385559082,-10.612909317016602,-8.967147827148438,-17.930866241455078,-21.50139045715332,-8.769771575927734,-29.966718673706055,-8.592758178710938,-12.150932312011719,-26.207462310791016,-10.653963088989258,-21.0130558013916,-10.071378707885742,-18.19485855102539,-17.52066421508789,-50.76515579223633,-13.399667739868164,-24.930883407592773,-13.059823036193848,-9.421463012695312,-10.68362045288086,-8.991925239562988,-14.53030014038086,-12.6834716796875,-19.96783447265625,-9.146404266357422,-7.854869842529297,-10.670544624328613,-11.516929626464844,-10.973464012145996,-17.227588653564453,-13.972926139831543,-32.21527862548828,-10.317268371582031,-10.693293571472168,-7.607424259185791,-8.72958755493164,-10.22785758972168,-9.49200439453125,-10.611043930053711,-23.597007751464844,-9.759562492370605,-12.074858665466309,-9.975934028625488,-13.519760131835938,-10.611043930053711,-12.05633544921875,-20.38551139831543,-50.21407699584961,-13.102846145629883,-7.773508548736572,-12.395296096801758,-10.30132007598877,-5.775089263916016,-8.876235961914062,-13.050933837890625,-8.342092514038086,-20.794023513793945,-7.906118392944336,-25.638492584228516,-9.010889053344727,-7.584647178649902,-8.412468910217285,-8.065207481384277,-16.179338455200195,-18.135921478271484,-6.6441755294799805,-10.194629669189453,-18.316871643066406,-7.912650108337402,-10.982155799865723,-13.197806358337402,-9.046958923339844,-18.258224487304688,-7.353243827819824,-8.890299797058105,-9.81825065612793,-11.353699684143066,-10.049039840698242,-15.394424438476562,-27.948226928710938,-10.189266204833984,-9.156720161437988,-12.489751815795898,-8.532422065734863,-10.439075469970703,-9.650487899780273,-10.323423385620117,-8.13877010345459,-7.287392616271973,-9.74907112121582,-10.70792007446289,-8.951835632324219,-11.085052490234375,-10.137857437133789,-8.670524597167969,-19.314632415771484,-7.426286697387695,-12.01625919342041,-7.057075023651123,-12.490396499633789,-8.269168853759766,-11.012565612792969,-12.896363258361816,-8.259347915649414,-11.938152313232422,-12.545126914978027,-13.964862823486328,-13.524667739868164,-11.98574161529541,-13.566163063049316,-16.130416870117188,-8.378273963928223,-34.47320556640625
2-Butanol,-13.41876220703125,-10.2369966506958,-10.890443801879883,-18.631807327270508,-16.40664291381836,-11.764861106872559,-22.25490951538086,-11.018269538879395,-13.138105392456055,-9.372322082519531,-7.374351501464844,-9.860970497131348,-13.806986808776855,-14.082659721374512,-7.145089626312256,-10.996235847473145,-13.586125373840332,-17.6900577545166,-22.723854064941406,-5.100069522857666,-13.498756408691406,-24.87796401977539,-6.425247669219971,-6.826585292816162,-8.443321228027344,-8.80622386932373,-8.789393424987793,-16.65462303161621,-12.325875282287598,-9.888548851013184,-30.049278259277344,-9.624919891357422,-7.835761547088623,-15.51417350769043,-19.33078384399414,-7.895420074462891,-26.446121215820312,-7.6706695556640625,-11.06733512878418,-23.011714935302734,-9.010845184326172,-18.078094482421875,-9.13479995727539,-16.603654861450195,-14.892488479614258,-47.879512786865234,-12.054482460021973,-22.689172744750977,-12.106779098510742,-8.356377601623535,-9.441900253295898,-7.724738597869873,-13.09902286529541,-11.505353927612305,-17.699684143066406,-7.998908996582031,-7.022556304931641,-9.222759246826172,-10.321305274963379,-8.81112289428711,-14.638872146606445,-12.591669082641602,-28.85573959350586,-9.306907653808594,-9.7020902633667,-6.656085014343262,-7.912627220153809,-9.16785717010498,-8.593036651611328,-9.658924102783203,-21.009475708007812,-8.742900848388672,-10.183199882507324,-9.211862564086914,-12.575178146362305,-9.658924102783203,-10.367315292358398,-17.65932273864746,-47.514400482177734,-11.371793746948242,-7.029654502868652,-11.362218856811523,-9.091851234436035,-5.0542402267456055,-7.963421821594238,-11.841821670532227,-7.387599945068359,-18.842029571533203,-7.085324287414551,-22.93932342529297,-8.01788330078125,-6.68055534362793,-7.636350631713867,-7.219395160675049,-13.70493221282959,-15.581100463867188,-5.817665100097656,-9.193256378173828,-15.663819313049316,-7.006767272949219,-9.555757522583008,-11.35938835144043,-8.035839080810547,-16.166149139404297,-6.557374000549316,-7.817571640014648,-8.723594665527344,-9.892265319824219,-9.037100791931152,-14.072164535522461,-26.045896530151367,-9.2625732421875,-8.207823753356934,-11.402803421020508,-7.631073474884033,-9.410737037658691,-8.781349182128906,-9.34699535369873,-7.09114933013916,-6.523331642150879,-8.113059043884277,-9.868086814880371,-8.083349227905273,-10.045440673828125,-9.283405303955078,-7.79976749420166,-16.404258728027344,-6.5597124099731445,-11.121883392333984,-6.311443328857422,-11.401895523071289,-7.350976467132568,-9.947668075561523,-11.992971420288086,-7.41876220703125,-11.028608322143555,-10.95285415649414,-12.758660316467285,-11.689218521118164,-10.650796890258789,-11.584606170654297,-14.689584732055664,-7.623635768890381,-30.92193603515625
